,idandtype,productname,company,grade,interest,period,default_rate,target_rate,target,review_counts,average_rate
238,1238P2PINVEST,제 3차 순금 상품 ,cso,해당없음,12.0,1개월,0.0,100.0,9000000,3,5.0
239,1239P2PINVEST,제2차 다이아몬드 상품,cso,해당없음,12.0,1개월,0.0,100.0,39000000,3,5.0
240,1240P2PINVEST,위블로 빅뱅 ,cso,해당없음,12.0,2개월,0.0,100.0,16000000,3,5.0
241,1241P2PINVEST,귀금속 세트,cso,해당없음,12.0,2개월,0.0,100.0,6300000,3,5.0
242,1242P2PINVEST,"애플 맥북프로, 아이패드프로",cso,해당없음,12.0,1개월,0.0,100.0,4000000,3,5.0
243,1243P2PINVEST,제 1차 다이아몬드 상품 ,cso,해당없음,12.0,1개월,0.0,100.0,20800000,3,5.0
244,1244P2PINVEST,"IWC, 오메가 시계",cso,해당없음,12.0,3개월,0.0,100.0,4500000,3,5.0
245,1245P2PINVEST,제 2차 순금 상품,cso,해당없음,12.0,1개월,0.0,100.0,3900000,3,5.0
246,1246P2PINVEST,에르메스 버킨백,cso,해당없음,12.0,2개월,0.0,100.0,5000000,3,5.0
247,1247P2PINVEST, 롤렉스 11610 서브마리너 시계,cso,해당없음,12.0,2개월,0.0,100.0,4000000,3,5.0
248,1248P2PINVEST,  전세자금 단기대출,cso,해당없음,12.0,1개월,0.0,100.0,25000000,3,5.0
249,1249P2PINVEST,샤넬 등 명품가방 3종,cso,해당없음,12.0,1개월,0.0,100.0,5200000,3,5.0
250,1250P2PINVEST,롤렉스 116523 데이토나 콤비 시계  ,cso,해당없음,12.0,1개월,0.0,100.0,9000000,3,5.0
251,1251P2PINVEST,6.18캐럿 사각 다이아 반지,cso,해당없음,12.0,3개월,0.0,100.0,80000000,3,5.0
252,1252P2PINVEST,18806채권 (기존 대출 전환 목적),peoplefund,3등급,6.29,24개월,0.0,100.0,13000000,21,3.7
253,1253P2PINVEST,18796채권 (기존 대출 전환 목적),peoplefund,4등급,6.29,24개월,0.0,100.0,12000000,21,3.7
254,1254P2PINVEST,18795채권 (기존 대출 전환 목적),peoplefund,6등급,17.0,24개월,0.0,100.0,7000000,21,3.7
255,1255P2PINVEST,18774채권 (기존 대출 전환 목적),peoplefund,7등급,14.0,12개월,0.0,100.0,9000000,21,3.7
256,1256P2PINVEST,18741채권 (기존 대출 전환 목적),peoplefund,2등급,5.22,24개월,0.0,100.0,15000000,21,3.7
257,1257P2PINVEST,18666채권 (기존 대출 전환 목적),peoplefund,5등급,14.0,24개월,0.0,100.0,25000000,21,3.7
258,1258P2PINVEST,18134채권 (생활비 목적),peoplefund,5등급,10.0,24개월,0.0,100.0,10000000,21,3.7
259,1259P2PINVEST,1호 목동 빌라 신축,rooffunding,해당없음,18.0,6개월,0.0,100.0,1100000000,0,
260,1260P2PINVEST,2호 선학동 다세대주택 신축,rooffunding,해당없음,18.0,8개월,0.0,100.0,400000000,0,
261,1261P2PINVEST,3호 오산 오피스텔/다세대 신축,rooffunding,해당없음,18.0,9개월,0.0,100.0,400000000,0,
262,1262P2PINVEST,4호 평택 오피스텔 신축,rooffunding,해당없음,18.0,12개월,0.0,100.0,500000000,0,
263,1263P2PINVEST,5호 포천 다세대주택 신축,rooffunding,해당없음,18.0,10개월,0.0,100.0,500000000,0,
264,1264P2PINVEST,6호 오산 오피스텔/다세대 신축 2차,rooffunding,해당없음,17.0,8개월,0.0,100.0,500000000,0,
265,1265P2PINVEST,7호 마전지구 다가구주택 신축,rooffunding,해당없음,18.0,11개월,0.0,100.0,600000000,0,
266,1266P2PINVEST,8호 수도권 아파트 신축,rooffunding,해당없음,18.0,7개월,0.0,100.0,1200000000,0,
267,1267P2PINVEST,9호 미사강변도시 상업시설 신축,rooffunding,해당없음,18.0,3개월,0.0,100.0,450000000,0,
268,1268P2PINVEST,10호 대전 오류동 다세대주택 신축,rooffunding,해당없음,18.0,5개월,0.0,100.0,500000000,0,
269,1269P2PINVEST,11호 평택 오피스텔 신축 2차,rooffunding,해당없음,17.0,11개월,0.0,100.0,500000000,0,
270,1270P2PINVEST,12호 마전지구 다가구주택 신축 2차,rooffunding,해당없음,17.0,10개월,0.0,100.0,400000000,0,
271,1271P2PINVEST,13호 천안 바이오공장 신축,rooffunding,해당없음,18.0,1개월,0.0,100.0,500000000,0,
272,1272P2PINVEST,14호 검단신도시 오피스텔 신축,rooffunding,해당없음,18.0,7개월,0.0,100.0,600000000,0,
273,1273P2PINVEST,15호 대전 오류동 다세대주택 신축,rooffunding,해당없음,18.0,5개월,0.0,100.0,500000000,0,
274,1274P2PINVEST,16호 강남 대치동 다세대주택 신축,rooffunding,해당없음,18.0,10개월,0.0,100.0,1000000000,0,
275,1275P2PINVEST,17호 강남 역삼동 다세대주택 신축,rooffunding,해당없음,18.0,6개월,0.0,100.0,500000000,0,
276,1276P2PINVEST,18호 검단신도시 오피스텔 신축 2차,rooffunding,해당없음,18.0,6개월,0.0,100.0,400000000,0,
277,1277P2PINVEST,19호 마전동 다가구주택 신축,rooffunding,해당없음,18.0,7개월,0.0,100.0,500000000,0,
278,1278P2PINVEST,20호 포천 선단동 다세대주택 신축,rooffunding,해당없음,18.0,12개월,0.0,100.0,700000000,0,
279,1279P2PINVEST,21호 강남 역삼동 빌라 담보대출,rooffunding,해당없음,17.0,6개월,0.0,100.0,800000000,0,
280,1280P2PINVEST,22호 동탄 지식산업센터 신축,rooffunding,해당없음,18.0,15개월,0.0,100.0,500000000,0,
281,1281P2PINVEST,23호 제주도 타운하우스 신축,rooffunding,해당없음,18.0,9개월,0.0,100.0,800000000,0,
282,1282P2PINVEST,24호 김포 첨단업종 공장 신축,rooffunding,해당없음,18.0,4개월,0.0,100.0,500000000,0,
283,1283P2PINVEST,25호 제주도 타운하우스 신축 2차,rooffunding,해당없음,18.0,9개월,0.0,100.0,400000000,0,
284,1284P2PINVEST,26호 인천 용현동 다세대주택 신축,rooffunding,해당없음,18.0,6개월,0.0,100.0,400000000,0,
285,1285P2PINVEST,27호 마전동 다가구주택 신축,rooffunding,해당없음,18.0,7개월,0.0,100.0,500000000,0,
286,1286P2PINVEST,28호 제주도 타운하우스 신축 3차,rooffunding,해당없음,18.0,9개월,0.0,100.0,300000000,0,
287,1287P2PINVEST,29호 강남 대치동 빌라 담보대출,rooffunding,해당없음,17.0,6개월,0.0,100.0,700000000,0,
288,1288P2PINVEST,30호 김포 타운하우스 신축,rooffunding,해당없음,18.0,7개월,0.0,100.0,700000000,0,
289,1289P2PINVEST,31호 경북도청신도시 업무시설 신축,rooffunding,해당없음,18.0,10개월,0.0,100.0,600000000,0,
290,1290P2PINVEST,32호 김포 타운하우스 신축 2차,rooffunding,해당없음,18.0,7개월,0.0,100.0,600000000,0,
291,1291P2PINVEST,33호 경북도청신도시 업무시설 신축 2차,rooffunding,해당없음,18.0,10개월,0.0,100.0,500000000,0,
292,1292P2PINVEST,34호 천안 바이오 공장 신축,rooffunding,해당없음,18.0,7개월,0.0,100.0,800000000,0,
293,1293P2PINVEST,35호 경북도청신도시 업무시설 신축 3차,rooffunding,해당없음,18.0,10개월,0.0,100.0,400000000,0,
294,1294P2PINVEST,36호 서울 동대문구 다중주택 신축,rooffunding,해당없음,18.0,6개월,0.0,100.0,600000000,0,
295,1295P2PINVEST,37호 경북도청신도시 상업시설 신축,rooffunding,해당없음,18.0,10개월,0.0,100.0,800000000,0,
296,1296P2PINVEST,38호 평택고덕국제신도시 상가 신축,rooffunding,해당없음,18.0,9개월,0.0,100.0,700000000,0,
297,1297P2PINVEST,39호 경북도청신도시 상업시설 신축 2차,rooffunding,해당없음,18.0,10개월,0.0,100.0,400000000,0,
298,1298P2PINVEST,40호 천안 바이오 공장 신축 2차,rooffunding,해당없음,18.0,6개월,0.0,100.0,600000000,0,
299,1299P2PINVEST,41호 경북도청신도시 상업시설 신축 3차,rooffunding,해당없음,18.0,9개월,0.0,100.0,300000000,0,
300,1300P2PINVEST,42호 평택고덕국제신도시 상가 신축 2차,rooffunding,해당없음,18.0,9개월,0.0,100.0,500000000,0,
301,1301P2PINVEST,43호 원당지구 오피스텔 신축,rooffunding,해당없음,18.0,10개월,0.0,100.0,600000000,0,
302,1302P2PINVEST,44호 경기도 포천시 단지형 다세대주택 신축,rooffunding,해당없음,18.0,12개월,0.0,100.0,600000000,0,
303,1303P2PINVEST,45호 경기도 광주시 다세대주택 신축,rooffunding,해당없음,13.0,5개월,0.0,100.0,700000000,0,
304,1304P2PINVEST,46호 인천 당하동 단지형 다세대주택 신축,rooffunding,해당없음,18.0,12개월,0.0,100.0,700000000,0,
305,1305P2PINVEST,47호 서울시 양천구 도시빌라형 다세대주택 신축,rooffunding,해당없음,18.0,5개월,0.0,100.0,300000000,0,
306,1306P2PINVEST,48호 평택고덕국제신도시 상가 신축 3차,rooffunding,해당없음,18.0,8개월,0.0,100.0,300000000,0,
307,1307P2PINVEST,49호 원당지구 오피스텔 신축 2차,rooffunding,해당없음,18.0,10개월,0.0,100.0,500000000,0,
308,1308P2PINVEST,50호 천안시 불당동 도시형생활주택 신축,rooffunding,해당없음,18.0,8개월,0.0,100.0,600000000,0,
309,1309P2PINVEST,제37호 충북 청주시 서원구 근린상가(배당금 담보 대출),sodit,해당없음,12.0,3개월,0.0,100.0,300000000,5,4.8
310,1310P2PINVEST,오떡 문정점,funda,4등급,12.0,12개월,0.0,100.0,30000000,8,4.8
311,1311P2PINVEST,오떡 송파점,funda,4등급,12.0,12개월,0.0,100.0,30000000,8,4.8
312,1312P2PINVEST,제2차 라구나비치진 사업자금 펀딩,cso,해당없음,12.0,3개월,0.0,100.0,200000000,3,5.0
313,1313P2PINVEST,명품제품 담보 펀딩,cso,해당없음,12.0,3개월,0.0,100.0,140000000,3,5.0
314,1314P2PINVEST,18870채권 (기존 대출 전환 목적),peoplefund,7등급,15.0,24개월,0.0,100.0,5000000,21,3.7
315,1315P2PINVEST,18863채권 (투자 목적),peoplefund,3등급,5.52,24개월,0.0,100.0,30000000,21,3.7
316,1317P2PINVEST,황태명가,funda,5등급,12.0,18개월,0.0,100.0,30000000,8,4.8
317,1318P2PINVEST,51호 서울시 화곡동 오피스텔 신축,rooffunding,해당없음,18.0,12개월,0.0,100.0,700000000,0,
318,1319P2PINVEST,서울 강서 가양동 강변아파트,together,해당없음,12.0,12개월,0.0,100.0,45000000,1,5.0
319,1330P2PINVEST,18970채권 (생활비 목적),peoplefund,7등급,18.0,24개월,0.0,100.0,7000000,21,3.7
320,1331P2PINVEST,52호 경기도 포천시 단지형 다세대주택 신축 2차,rooffunding,해당없음,18.0,11개월,0.0,100.0,600000000,0,
321,1332P2PINVEST,펀듀 40호,fundu,해당없음,15.0,4개월,0.0,100.0,500000000,3,4.0
322,1333P2PINVEST,서울 노원 중계동 경남아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
323,1334P2PINVEST,제38호 대전 서구 갈마동 근린상가(LTV 30.7%),sodit,해당없음,12.0,3개월,0.0,100.0,350000000,5,4.8
324,1336P2PINVEST,경기 광주 송정동 금강펜테리움,together,해당없음,13.0,12개월,0.0,100.0,37000000,1,5.0
325,1337P2PINVEST,인천 서구 왕길동 검단자이1단지,together,해당없음,13.0,12개월,0.0,100.0,45000000,1,5.0
326,1338P2PINVEST,인천 계양 계산동 은행마을태산,together,해당없음,13.0,12개월,0.0,100.0,40000000,1,5.0
327,1344P2PINVEST,브롱스_1차 ★,midrate,1등급,10.0,6개월,0.0,100.0,100000000,4,4.5
328,1345P2PINVEST,부동산 1호,funded,해당없음,11.0,6개월,0.0,100.0,30000000,1,5.0
329,1346P2PINVEST,무샤,funda,4등급,12.0,18개월,0.0,100.0,30000000,8,4.8
330,1347P2PINVEST,경기 남양주 부평리 센트레빌시티,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
331,1348P2PINVEST,서울 중랑 망우동 중랑숲리가,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
332,1349P2PINVEST,19425채권 (기존 대출 전환 목적),peoplefund,6등급,18.0,24개월,0.0,100.0,12000000,21,3.7
333,1350P2PINVEST,19371채권 (생활비 목적),peoplefund,5등급,8.23,24개월,0.0,100.0,8000000,21,3.7
334,1351P2PINVEST,제39호 서울 용산 센트레빌아스테리움서울 주상복합(연대보증),sodit,해당없음,13.0,9개월,0.0,100.0,110000000,5,4.8
335,1352P2PINVEST,53호 경기도 광주시 다세대주택 신축 2차,rooffunding,해당없음,13.0,4개월,0.0,100.0,600000000,0,
336,1353P2PINVEST,제2차 수산물 구매자금 펀딩,cso,해당없음,14.0,4개월,0.0,100.0,300000000,3,5.0
337,1354P2PINVEST,둥근상 시골집 (2차),funda,6등급,12.0,18개월,0.0,100.0,150000000,8,4.8
338,1355P2PINVEST,개인신용 학비,midrate,2등급,12.0,3개월,2.0,100.0,5000000,4,4.5
339,1356P2PINVEST,19479채권 (기존 대출 전환 목적),peoplefund,4등급,8.58,24개월,0.0,100.0,9000000,21,3.7
340,1357P2PINVEST,부동산 1호,funded,해당없음,11.0,6개월,0.0,100.0,30000000,1,5.0
341,1358P2PINVEST,팀버가든 2호,funded,해당없음,11.0,6개월,0.0,100.0,50000000,1,5.0
342,1359P2PINVEST,누디진 1호,funded,해당없음,8.7,6개월,0.0,100.0,50000000,1,5.0
343,1360P2PINVEST,초콜릿 팩토리 2호,funded,해당없음,10.0,12개월,0.0,100.0,50000000,1,5.0
344,1361P2PINVEST,초콜릿 팩토리 1호,funded,해당없음,10.0,12개월,0.0,100.0,100000000,1,5.0
345,1362P2PINVEST,팀버가든 1호,funded,해당없음,8.01,3개월,0.0,100.0,40000000,1,5.0
346,1363P2PINVEST,유비커스,funded,해당없음,10.0,3개월,0.0,100.0,50000000,1,5.0
347,1364P2PINVEST,만다복,funda,5등급,12.0,12개월,0.0,100.0,35000000,8,4.8
348,1365P2PINVEST,서울 서초 반포동 주공1단지,together,해당없음,14.0,12개월,0.0,100.0,1850000000,1,5.0
349,1366P2PINVEST,19721채권 (기존 대출 전환 목적),peoplefund,5등급,8.58,24개월,0.0,100.0,30000000,21,3.7
350,1367P2PINVEST,19637채권 (생활비 목적),peoplefund,6등급,18.0,24개월,0.0,100.0,11000000,21,3.7
351,1368P2PINVEST,제40호 서울 성동구 금호동1가 근린상가,sodit,해당없음,15.0,6개월,0.0,100.0,500000000,5,4.8
352,1369P2PINVEST,셰프찬 (2차),funda,6등급,12.0,18개월,0.0,100.0,120000000,8,4.8
353,1370P2PINVEST,펀듀 41호,fundu,해당없음,16.0,4개월,0.0,100.0,600000000,3,4.0
354,1371P2PINVEST,경기 안양 호계동 무궁화아파트,together,해당없음,12.0,12개월,0.0,100.0,55000000,1,5.0
355,1372P2PINVEST,경기 김포 장기동 한양수자인,together,해당없음,12.0,12개월,0.0,100.0,25000000,1,5.0
356,1373P2PINVEST,54호 김포 물류센터 개발사업,rooffunding,해당없음,15.0,3개월,0.0,100.0,1500000000,0,
357,1374P2PINVEST,19845채권 (생활비 목적),peoplefund,7등급,15.0,24개월,0.0,100.0,10000000,21,3.7
358,1375P2PINVEST,19831채권 (기존 대출 전환 목적),peoplefund,5등급,13.0,24개월,0.0,100.0,17000000,21,3.7
359,1376P2PINVEST,19806채권 (부업자금 목적),peoplefund,4등급,5.83,24개월,0.0,100.0,10000000,21,3.7
360,1377P2PINVEST,19751채권 (투자 목적),peoplefund,5등급,10.0,24개월,0.0,100.0,20000000,21,3.7
361,1378P2PINVEST,19659채권 (전월세보증금 목적),peoplefund,4등급,7.08,24개월,0.0,100.0,27000000,21,3.7
362,1379P2PINVEST,★브롱스_2차★,midrate,1등급,13.0,6개월,0.0,100.0,30000000,4,4.5
363,1380P2PINVEST,55호 원당지구 오피스텔 신축 3차,rooffunding,해당없음,18.0,9개월,0.0,100.0,400000000,0,
364,1381P2PINVEST,서울 광진 자양동 우성아파트,together,해당없음,12.0,12개월,0.0,100.0,70000000,1,5.0
365,1382P2PINVEST,부산 금정 부곡동 대우아파트,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
366,1383P2PINVEST,20292채권 (생활비 목적),peoplefund,6등급,15.0,24개월,0.0,100.0,7000000,21,3.7
367,1384P2PINVEST,20170채권 (생활비 목적),peoplefund,6등급,15.0,12개월,0.0,100.0,3000000,21,3.7
368,1385P2PINVEST,19983채권 (기존 대출 전환 목적),peoplefund,5등급,15.0,24개월,0.0,100.0,24000000,21,3.7
369,1386P2PINVEST,미스터시래기,funda,5등급,12.0,18개월,0.0,100.0,100000000,8,4.8
370,1387P2PINVEST,20388채권 (차량 구입 목적),peoplefund,3등급,5.52,24개월,0.0,100.0,24000000,21,3.7
371,1388P2PINVEST,부동산 2호,funded,해당없음,12.0,12개월,0.0,100.0,70000000,1,5.0
372,1389P2PINVEST,제41호 경기 파주시 탄현면 토지(배당금 담보 대출),sodit,해당없음,12.0,3개월,0.0,100.0,300000000,5,4.8
373,1390P2PINVEST,56호 천안시 불당동 도시형생활주택 신축 2차,rooffunding,해당없음,18.0,8개월,0.0,100.0,400000000,0,
374,1391P2PINVEST,서울 강남 신사동 근린생활시설,together,해당없음,14.0,12개월,0.0,100.0,200000000,1,5.0
375,1392P2PINVEST,명품담보 사업자금 펀딩,cso,해당없음,12.0,3개월,0.0,100.0,50000000,3,5.0
376,1393P2PINVEST,20420채권 (생활비 목적),peoplefund,4등급,6.29,24개월,0.0,100.0,8000000,21,3.7
377,1394P2PINVEST,열혈분식,funda,3등급,12.0,15개월,0.0,100.0,60000000,8,4.8
378,1395P2PINVEST,만덕식당 신사점,funda,7등급,12.0,12개월,0.0,100.0,50000000,8,4.8
379,1396P2PINVEST,바다목장 바닷가재 (4차),funda,6등급,12.0,12개월,0.0,100.0,15000000,8,4.8
380,1397P2PINVEST,서울 서초 반포동 신반포아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
381,1398P2PINVEST,경기 남양주 오남리 대한아파트,together,해당없음,14.0,12개월,0.0,100.0,10000000,1,5.0
382,1399P2PINVEST,20569채권 (기존 대출 전환 목적),peoplefund,5등급,9.06,24개월,0.0,100.0,10000000,21,3.7
383,1400P2PINVEST,펀듀 42호,fundu,해당없음,15.0,3개월,0.0,100.0,400000000,3,4.0
384,1401P2PINVEST,대전 서구 복수동 초록마을2단지,together,해당없음,14.0,12개월,0.0,100.0,20000000,1,5.0
385,1402P2PINVEST,경기 남양주 오남리 푸른솔롯데,together,해당없음,12.0,12개월,0.0,100.0,24000000,1,5.0
386,1403P2PINVEST,제42호 서울 용산 센트레빌아스테리움서울 주상복합(연대보증),sodit,해당없음,14.0,9개월,0.0,100.0,90000000,5,4.8
387,1404P2PINVEST,57호 인천 당하동 단지형 다세대주택 신축 2차,rooffunding,해당없음,18.0,11개월,0.0,100.0,400000000,0,
388,1405P2PINVEST,개인신용 대환대출,midrate,2등급,13.0,6개월,1.0,100.0,7000000,4,4.5
389,1406P2PINVEST,21181채권 (전월세보증금 목적),peoplefund,5등급,7.08,12개월,0.0,100.0,3000000,21,3.7
390,1407P2PINVEST,20909채권 (생활비 목적),peoplefund,3등급,5.32,12개월,0.0,100.0,4000000,21,3.7
391,1408P2PINVEST,제43호 경기 수원시 인계동 근린주택(LTV 62%),sodit,해당없음,13.0,5개월,0.0,100.0,150000000,5,4.8
392,1409P2PINVEST,화동생갈비 잠실점,funda,2등급,14.0,18개월,0.0,100.0,90000000,8,4.8
393,1410P2PINVEST,21432채권 (기존 대출 전환 목적),peoplefund,7등급,18.0,24개월,0.0,100.0,5000000,21,3.7
394,1411P2PINVEST,21276채권 (생활비 목적),peoplefund,4등급,5.83,24개월,0.0,100.0,5000000,21,3.7
395,1412P2PINVEST,21155채권 (생활비 목적),peoplefund,6등급,9.06,24개월,0.0,100.0,10000000,21,3.7
396,1413P2PINVEST,20981채권 (투자 목적),peoplefund,4등급,7.08,24개월,0.0,100.0,20000000,21,3.7
397,1414P2PINVEST,58호 인천시 남구 주안동 오피스텔  신축,rooffunding,해당없음,18.0,15개월,0.0,100.0,300000000,0,
398,1415P2PINVEST,경기 안산 신길동 휴먼시아,together,해당없음,13.0,12개월,0.0,100.0,55000000,1,5.0
399,1416P2PINVEST,신구스포츠센터,funda,7등급,14.0,10개월,0.0,100.0,140000000,8,4.8
400,1417P2PINVEST,전자제품업체 사업자금 펀딩,cso,해당없음,14.0,2개월,0.0,100.0,300000000,3,5.0
401,1418P2PINVEST,개인신용 결혼비용,midrate,2등급,9.22,3개월,1.0,100.0,3000000,4,4.5
402,1419P2PINVEST,21769채권 (기존 대출 전환 목적),peoplefund,6등급,12.0,24개월,0.0,100.0,9000000,21,3.7
403,1420P2PINVEST,제44호 경기 용인시 처인구 주유소(배당금담보),sodit,해당없음,12.0,3개월,0.0,100.0,350000000,5,4.8
404,1421P2PINVEST,충북 청주시 복대동 신영지웰시티,together,해당없음,13.0,12개월,0.0,100.0,25000000,1,5.0
405,1422P2PINVEST,서울 강북 미아동 북한산그랑빌,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
406,1423P2PINVEST,인천 서구 마전동 이지2차미래지향,together,해당없음,13.0,12개월,0.0,100.0,24000000,1,5.0
407,1424P2PINVEST,서울 양천 신월동 로즈그린타운,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
408,1425P2PINVEST,경기 가평 읍내리 준수아파트,together,해당없음,13.0,12개월,0.0,100.0,60000000,1,5.0
409,1426P2PINVEST,21743채권 (기존 대출 전환 목적),peoplefund,4등급,7.42,24개월,0.0,100.0,10000000,21,3.7
410,1427P2PINVEST,21583채권 (생활비 목적),peoplefund,4등급,7.42,24개월,0.0,100.0,10000000,21,3.7
411,1428P2PINVEST,대한장애인복지회 (3차),funda,해당없음,11.0,2개월,0.0,100.0,100000000,8,4.8
412,1429P2PINVEST,포트폴리오 10호,honestfund,3.63등급,10.0,18개월,0.0,100.0,1127000000,12,4.3
413,1430P2PINVEST,서울 강남 청담동 건영아파트,together,해당없음,12.0,12개월,0.0,100.0,100000000,1,5.0
414,1431P2PINVEST,경기 하남 덕풍동 더샵센트럴뷰,together,해당없음,12.0,12개월,0.0,100.0,90000000,1,5.0
415,1432P2PINVEST,펀듀 43호,fundu,해당없음,16.0,4개월,0.0,100.0,700000000,3,4.0
416,1433P2PINVEST,21879채권 (전월세보증금 목적),peoplefund,2등급,5.12,24개월,0.0,100.0,10000000,21,3.7
417,1434P2PINVEST,21685채권 (기존 대출 전환 목적),peoplefund,1등급,5.02,24개월,0.0,100.0,18000000,21,3.7
418,1435P2PINVEST,양대화 1호,funded,해당없음,11.0,12개월,0.0,100.0,35000000,1,5.0
419,1436P2PINVEST,누디진 2호,funded,해당없음,11.0,6개월,0.0,100.0,100000000,1,5.0
420,1437P2PINVEST,21952채권 (부업자금 목적),peoplefund,4등급,5.32,24개월,0.0,100.0,29000000,21,3.7
421,1438P2PINVEST,동대문엽기떡볶이 수유점,funda,4등급,12.0,18개월,0.0,100.0,50000000,8,4.8
422,1439P2PINVEST,59호 서울 강남구 역삼동 다세대주택 신축,rooffunding,해당없음,18.0,10개월,0.0,100.0,800000000,0,
423,1440P2PINVEST,부산 기장군 모전리 롯데캐슬2차,together,해당없음,12.0,12개월,0.0,100.0,25000000,1,5.0
424,1441P2PINVEST,인천 남동 논현동 주공아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
425,1442P2PINVEST,경기 수원 영통동 주공1단지,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
426,1443P2PINVEST,22379채권 (기존 대출 전환 목적),peoplefund,7등급,15.0,24개월,0.0,100.0,5000000,21,3.7
427,1444P2PINVEST,22224채권 (생활비 목적),peoplefund,5등급,7.08,24개월,0.0,100.0,2000000,21,3.7
428,1445P2PINVEST,제45호 경기 포천시 신북면 근린생활시설(선순위),sodit,해당없음,14.0,6개월,0.0,100.0,120000000,5,4.8
429,1446P2PINVEST,60호 인천 서구 마전동 단독주택 신축,rooffunding,해당없음,18.0,8개월,0.0,100.0,400000000,0,
430,1447P2PINVEST,제14차 견과류 구매자금 펀딩,cso,해당없음,12.0,2개월,0.0,100.0,200000000,3,5.0
431,1448P2PINVEST,22424채권 (기존 대출 전환 목적),peoplefund,6등급,9.06,24개월,0.0,100.0,12000000,21,3.7
432,1449P2PINVEST,22381채권 (기존 대출 전환 목적),peoplefund,7등급,18.0,24개월,0.0,100.0,9000000,21,3.7
433,1450P2PINVEST,청기와 숯불갈비,funda,4등급,12.0,18개월,0.0,100.0,100000000,8,4.8
434,1451P2PINVEST,서울 노원 상계동 주공아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
435,1452P2PINVEST,서울 서대문 남가좌동 삼성아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
436,1453P2PINVEST,"제46호 경기 파주시 월롱면 위전리 토지(배당금담보대출, 만기1개월)",sodit,해당없음,11.0,1개월,0.0,100.0,500000000,5,4.8
437,1454P2PINVEST,61호 인천시 남구 주안동 오피스텔 신축 2차,rooffunding,해당없음,18.0,15개월,0.0,100.0,300000000,0,
438,1455P2PINVEST,펀듀 44호,fundu,해당없음,15.0,5개월,0.0,100.0,350000000,3,4.0
439,1456P2PINVEST,22575채권 (기존 대출 전환 목적),peoplefund,6등급,10.0,24개월,0.0,100.0,9000000,21,3.7
440,1457P2PINVEST,22545채권 (기존 대출 전환 목적),peoplefund,6등급,12.0,24개월,0.0,100.0,6000000,21,3.7
441,1458P2PINVEST,가온샤브,funda,3등급,13.0,12개월,0.0,100.0,40000000,8,4.8
442,1459P2PINVEST,62호 경기도 김포시 일반 공장 신축,rooffunding,해당없음,18.0,9개월,0.0,100.0,600000000,0,
443,1460P2PINVEST,부산 연제 거제동 부일맨션,together,해당없음,13.0,12개월,0.0,100.0,22000000,1,5.0
444,1461P2PINVEST,경기 용인 영덕동 두진아파트,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
445,1462P2PINVEST,22502채권 (기존 대출 전환 목적),peoplefund,6등급,8.23,24개월,0.0,100.0,12000000,21,3.7
446,1463P2PINVEST,제47호 경기 파주시 탄현면 토지(배당금 담보 대출),sodit,해당없음,11.0,2개월,0.0,100.0,570000000,5,4.8
447,1464P2PINVEST,이자와 (3차),funda,4등급,13.0,12개월,0.0,100.0,30000000,8,4.8
448,1465P2PINVEST,펀듀 45호,fundu,해당없음,16.0,2개월,0.0,100.0,500000000,3,4.0
449,1466P2PINVEST,비나스코인터내셔널 (3차),funda,2등급,10.0,3개월,0.0,100.0,200000000,8,4.8
450,1467P2PINVEST,프릭스 1호,funded,해당없음,11.0,8개월,0.0,100.0,10000000,1,5.0
451,1468P2PINVEST,경기 안양 호계동 단독주택,together,해당없음,14.0,12개월,0.0,100.0,300000000,1,5.0
452,1469P2PINVEST,마이크임팩트 GMC 진행자금 펀딩,cso,해당없음,12.0,3개월,0.0,100.0,150000000,3,5.0
453,1470P2PINVEST,풍자,funded,해당없음,12.0,6개월,0.0,100.0,20000000,1,5.0
454,1471P2PINVEST,워낭소리,funda,7등급,7.47,6개월,0.0,100.0,15000000,8,4.8
455,1472P2PINVEST,워낭소리 (18개월),funda,7등급,15.0,18개월,0.0,100.0,15000000,8,4.8
456,1473P2PINVEST,워낭소리,funda,7등급,12.0,12개월,0.0,100.0,15000000,8,4.8
457,1474P2PINVEST,워낭소리 (24개월),funda,7등급,17.0,24개월,0.0,100.0,15000000,8,4.8
458,1475P2PINVEST,63호 인천시 주안동 도시형생활주택 신축,rooffunding,해당없음,18.0,8개월,0.0,100.0,600000000,0,
459,1476P2PINVEST,경기 남양주 녹촌리 두산위브,together,해당없음,13.0,12개월,0.0,100.0,53000000,1,5.0
