,idandtype,productname,company,grade,interest,period,default_rate,target_rate,target,review_counts,average_rate
460,1477P2PINVEST,경기 성남 수내동 푸른마을쌍용,together,해당없음,12.0,12개월,0.0,100.0,75000000,1,5.0
461,1478P2PINVEST,23300채권 (생활비 목적),peoplefund,5등급,8.58,24개월,0.0,100.0,14000000,21,3.7
462,1479P2PINVEST,22959채권 (투자 목적),peoplefund,3등급,5.22,24개월,0.0,100.0,10000000,21,3.7
463,1480P2PINVEST,에클레시아 (2차),funda,5등급,11.0,6개월,0.0,100.0,50000000,8,4.8
464,1481P2PINVEST,에클레시아 (2차),funda,5등급,16.0,12개월,0.0,100.0,40000000,8,4.8
465,1482P2PINVEST,68호 인천 당하동 단지형 다세대주택 신축 4차,rooffunding,해당없음,18.0,10개월,0.0,100.0,500000000,0,
466,1483P2PINVEST,펀듀 46호,fundu,해당없음,15.0,3개월,0.0,100.0,400000000,3,4.0
467,1484P2PINVEST,서울 노원 중계동 주공7단지,together,해당없음,12.0,12개월,0.0,100.0,24000000,1,5.0
468,1485P2PINVEST,23343채권 (부업자금 목적),peoplefund,5등급,9.06,24개월,0.0,100.0,20000000,21,3.7
469,1486P2PINVEST,23276채권 (기존 대출 전환 목적),peoplefund,4등급,6.29,24개월,0.0,100.0,30000000,21,3.7
470,1487P2PINVEST,23149채권 (기존 대출 전환 목적),peoplefund,7등급,18.0,24개월,0.0,100.0,4000000,21,3.7
471,1495P2PINVEST,부동산 담보대출,midrate,해당없음,12.0,3개월,0.0,100.0,30000000,4,4.5
472,1496P2PINVEST,쥬씨 박촌역점,funda,6등급,14.0,12개월,0.0,100.0,10000000,8,4.8
473,1497P2PINVEST,맵당 (2차),funda,7등급,13.0,15개월,0.0,100.0,25000000,8,4.8
474,1498P2PINVEST,누디진 3호,funded,해당없음,11.0,6개월,0.0,100.0,70000000,1,5.0
475,1499P2PINVEST,세븐일레븐 시흥 에코캐슬점,funda,6등급,17.0,24개월,0.0,100.0,12000000,8,4.8
476,1500P2PINVEST,세븐일레븐 시흥 에코캐슬점,funda,6등급,16.0,18개월,0.0,100.0,13000000,8,4.8
477,1501P2PINVEST,서울 서초 반포동 주공1단지,together,해당없음,12.0,12개월,0.0,100.0,700000000,1,5.0
478,1502P2PINVEST,충남 공주 산성동 토지,together,해당없음,14.0,12개월,0.0,100.0,1000000000,1,5.0
479,1503P2PINVEST,65호 인천시 주안동 오피스텔 신축,rooffunding,해당없음,18.0,12개월,0.0,100.0,500000000,0,
480,1504P2PINVEST,23566채권 (기존 대출 전환 목적),peoplefund,3등급,5.83,24개월,0.0,100.0,14000000,21,3.7
481,1505P2PINVEST,23861채권 (생활비 목적),peoplefund,5등급,9.73,24개월,0.0,100.0,8000000,21,3.7
482,1506P2PINVEST,23717채권 (주택 구입 목적),peoplefund,1등급,5.83,24개월,0.0,100.0,15000000,21,3.7
483,1507P2PINVEST,23711채권 (생활비 목적),peoplefund,3등급,5.32,24개월,0.0,100.0,10000000,21,3.7
484,1508P2PINVEST,23707채권 (기존 대출 전환 목적),peoplefund,5등급,9.73,24개월,0.0,100.0,19000000,21,3.7
485,1509P2PINVEST,23706채권 (기존 대출 전환 목적),peoplefund,5등급,7.08,24개월,0.0,100.0,27000000,21,3.7
486,1510P2PINVEST,23652채권 (기존 대출 전환 목적),peoplefund,6등급,15.0,24개월,0.0,100.0,30000000,21,3.7
487,1511P2PINVEST,복다돈,funda,5등급,14.0,12개월,0.0,100.0,40000000,8,4.8
488,1512P2PINVEST,인천 부평 부평동 토담하이츠,together,해당없음,12.0,12개월,0.0,100.0,60000000,1,5.0
489,1513P2PINVEST,부산 해운대 중동 단독주택,together,해당없음,12.0,12개월,0.0,100.0,170000000,1,5.0
490,1514P2PINVEST,제3차 코코캐슈 구매자금 펀딩,cso,해당없음,14.0,1개월,0.0,100.0,300000000,3,5.0
491,1515P2PINVEST,23992채권 (기존 대출 전환 목적),peoplefund,6등급,15.0,24개월,0.0,100.0,5000000,21,3.7
492,1516P2PINVEST,23858채권 (생활비 목적),peoplefund,2등급,4.94,24개월,0.0,100.0,10000000,21,3.7
493,1517P2PINVEST,23806채권 (생활비 목적),peoplefund,3등급,7.81,24개월,0.0,100.0,7000000,21,3.7
494,1518P2PINVEST,[제2호]통밀로만,fridayfunding,해당없음,14.0,12개월,0.0,100.0,62700000,0,
495,1519P2PINVEST,[제1호]S-BODY FIT 민락점 1-1차,fridayfunding,해당없음,14.0,12개월,0.0,100.0,50000000,0,
496,1520P2PINVEST,[이벤트 투자 1호] 보너스 받고 불금 즐기자!,fridayfunding,해당없음,18.0,1개월,0.0,100.0,2000000,0,
497,1521P2PINVEST,[이벤트 투자 2호] 보너스 받고 영화도 즐기자!,fridayfunding,해당없음,18.0,1개월,0.0,100.0,10000000,0,
498,1522P2PINVEST,웰빙맛집,funda,8등급,16.0,12개월,0.0,100.0,17000000,8,4.8
499,1523P2PINVEST,왕게수산,funda,1등급,8.04,12개월,0.0,100.0,20000000,8,4.8
500,1524P2PINVEST,66호 경기도 김포시 일반 공장 신축 2차,rooffunding,해당없음,18.0,9개월,0.0,100.0,400000000,0,
501,1525P2PINVEST,부산 사하 하단동 다가구주택,together,해당없음,13.0,12개월,0.0,100.0,24000000,1,5.0
502,1526P2PINVEST,평택 통복동 근린주택 및 토지,together,해당없음,13.0,12개월,0.0,100.0,56000000,1,5.0
503,1527P2PINVEST,대전 중구 태평동 파라곤아파트,together,해당없음,13.0,12개월,0.0,100.0,10000000,1,5.0
504,1528P2PINVEST,24008채권 (투자 목적),peoplefund,5등급,7.42,24개월,0.0,100.0,19000000,21,3.7
505,1529P2PINVEST,24007채권 (생활비 목적),peoplefund,2등급,5.52,12개월,0.0,100.0,8000000,21,3.7
506,1530P2PINVEST,23987채권 (투자 목적),peoplefund,3등급,6.67,24개월,0.0,100.0,18000000,21,3.7
507,1531P2PINVEST,23984채권 (기존 대출 전환 목적),peoplefund,4등급,7.08,24개월,0.0,100.0,17000000,21,3.7
508,1532P2PINVEST,청기와 숯불갈비,funda,4등급,16.0,18개월,0.0,100.0,37000000,8,4.8
509,1533P2PINVEST,청기와 숯불갈비,funda,4등급,13.0,12개월,0.0,100.0,33000000,8,4.8
510,1534P2PINVEST,청기와 숯불갈비,funda,4등급,10.0,6개월,0.0,100.0,30000000,8,4.8
511,1535P2PINVEST,제49호 대전 서구 월평동 근린상가,sodit,해당없음,12.0,3개월,0.0,100.0,500000000,5,4.8
512,1536P2PINVEST,67호 인천시 주안동 도시형생활주택 신축 2차,rooffunding,해당없음,18.0,8개월,0.0,100.0,500000000,0,
513,1537P2PINVEST,경기 안양 호계동 효성아파트,together,해당없음,12.0,12개월,0.0,100.0,24000000,1,5.0
514,1538P2PINVEST,펀듀 47호,fundu,해당없음,15.0,4개월,0.0,100.0,350000000,3,4.0
515,1539P2PINVEST,24133채권 (기존 대출 전환 목적),peoplefund,6등급,11.0,24개월,0.0,100.0,30000000,21,3.7
516,1540P2PINVEST,24058채권 (생활비 목적),peoplefund,6등급,12.0,24개월,0.0,100.0,10000000,21,3.7
517,1541P2PINVEST,24038채권 (생활비 목적),peoplefund,4등급,8.58,24개월,0.0,100.0,10000000,21,3.7
518,1542P2PINVEST,23949채권 (기존 대출 전환 목적),peoplefund,7등급,18.0,24개월,0.0,100.0,10000000,21,3.7
519,1543P2PINVEST,알파 영동점,funda,8등급,16.0,18개월,0.0,100.0,64000000,8,4.8
520,1544P2PINVEST,경기 의정부 호원동 성호아파트,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
521,1545P2PINVEST,인천 남동 간석동 LH2단지,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
522,1546P2PINVEST,24385채권 (전월세보증금 목적),peoplefund,4등급,8.23,24개월,0.0,100.0,20000000,21,3.7
523,1547P2PINVEST,24373채권 (생활비 목적),peoplefund,5등급,8.23,24개월,0.0,100.0,10000000,21,3.7
524,1548P2PINVEST,24163채권 (기존 대출 전환 목적),peoplefund,6등급,14.0,24개월,0.0,100.0,15000000,21,3.7
525,1549P2PINVEST,24135채권 (생활비 목적),peoplefund,6등급,12.0,24개월,0.0,100.0,9000000,21,3.7
526,1550P2PINVEST,24052채권 (투자 목적),peoplefund,2등급,6.67,24개월,0.0,100.0,10000000,21,3.7
527,1551P2PINVEST,죽전동 다가구 주택,midrate,해당없음,13.0,10개월,0.0,58.0,50000000,4,4.5
528,1552P2PINVEST,콩지POT지,funda,6등급,14.0,12개월,0.0,100.0,65000000,8,4.8
529,1553P2PINVEST,경기 용인 보정동 샬레파인비스타,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
530,1554P2PINVEST,서울 강서 내발산동 수명산파크,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
531,1555P2PINVEST,제주 구좌읍 송당리 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,200000000,1,5.0
532,1556P2PINVEST,충북 음성 동성리 LH쌍용예가,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
533,1557P2PINVEST,양대화 2호,funded,해당없음,11.0,8개월,0.0,100.0,15000000,1,5.0
534,1558P2PINVEST,제2차 명품담보 사업자금 펀딩,cso,해당없음,14.0,2개월,0.0,100.0,200000000,3,5.0
535,1559P2PINVEST,포트폴리오 11호,honestfund,4.1등급,11.0,18개월,0.0,81.0,1190000000,12,4.3
536,1560P2PINVEST,향나무할인마트,funda,7등급,13.0,12개월,0.0,56.0,60000000,8,4.8
537,1561P2PINVEST,한우촌돼지마을&간장게장 (2차),funda,5등급,13.0,12개월,0.0,100.0,30000000,8,4.8
538,1562P2PINVEST,서울 동대문 답십리동 래미안위브,together,해당없음,12.0,12개월,0.0,100.0,80000000,1,5.0
539,1563P2PINVEST,인천 부평 청천동 푸르지오,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
540,1564P2PINVEST,경기 이천 중리동 이천라온펠리스,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
541,1565P2PINVEST,인천 서구 가좌동 진주아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
542,1566P2PINVEST,펀듀 48호,fundu,해당없음,16.0,3개월,0.0,100.0,500000000,3,4.0
543,1567P2PINVEST,24683채권 (기존 대출 전환 목적),peoplefund,6등급,13.0,24개월,0.0,100.0,12000000,21,3.7
544,1568P2PINVEST,24682채권 (기존 대출 전환 목적),peoplefund,3등급,7.08,24개월,0.0,100.0,20000000,21,3.7
545,1569P2PINVEST,24628채권 (기존 대출 전환 목적),peoplefund,5등급,10.0,24개월,0.0,100.0,6000000,21,3.7
546,1570P2PINVEST,24583채권 (생활비 목적),peoplefund,7등급,18.0,12개월,0.0,100.0,3000000,21,3.7
547,1571P2PINVEST,24537채권 (기존 대출 전환 목적),peoplefund,6등급,15.0,24개월,0.0,100.0,5000000,21,3.7
548,1572P2PINVEST,24470채권 (부업자금 목적),peoplefund,5등급,8.23,24개월,0.0,100.0,30000000,21,3.7
549,1573P2PINVEST,24457채권 (기존 대출 전환 목적),peoplefund,7등급,18.0,24개월,0.0,100.0,15000000,21,3.7
550,1574P2PINVEST,24424채권 (기존 대출 전환 목적),peoplefund,6등급,11.0,24개월,0.0,100.0,10000000,21,3.7
551,1575P2PINVEST,24289채권 (투자 목적),peoplefund,6등급,17.0,24개월,0.0,100.0,12000000,21,3.7
552,1576P2PINVEST,제50호 천안시 동남구 안서동 모텔(LTV 56%),sodit,해당없음,13.0,4개월,0.0,101.0,120000000,5,4.8
553,1577P2PINVEST,최우영 스시 압구정점,funda,4등급,14.0,15개월,0.0,53.0,50000000,8,4.8
554,1578P2PINVEST,대전 동구 용전동 토지 및 건물,together,해당없음,13.0,12개월,0.0,100.0,600000000,1,5.0
555,1579P2PINVEST,24727채권 (차량 구입 목적),peoplefund,3등급,6.29,24개월,0.0,35.0,9000000,21,3.7
556,1580P2PINVEST,24680채권 (생활비 목적),peoplefund,5등급,8.23,24개월,0.0,100.0,2000000,21,3.7
557,1581P2PINVEST,24665채권 (주택 구입 목적),peoplefund,5등급,9.06,24개월,0.0,29.0,21000000,21,3.7
558,1582P2PINVEST,24636채권 (기존 대출 전환 목적),peoplefund,5등급,12.0,24개월,0.0,42.0,15000000,21,3.7
559,1583P2PINVEST,24538채권 (기존 대출 전환 목적),peoplefund,6등급,13.0,24개월,0.0,36.0,18000000,21,3.7
560,1584P2PINVEST,럭키할인마트 1호,funded,해당없음,13.0,12개월,0.0,32.0,100000000,1,5.0
561,1585P2PINVEST,제51호 경기 평택시 청북면 근린상가(배당금 담보 대출),sodit,해당없음,11.0,2개월,0.0,100.0,300000000,5,4.8
562,1586P2PINVEST,서울 송파 신천동 장미아파트,together,해당없음,12.0,12개월,0.0,100.0,200000000,1,5.0
563,1587P2PINVEST,충남 아산 권곡동 서해그랑블1차,together,해당없음,13.0,12개월,0.0,100.0,50000000,1,5.0
564,1588P2PINVEST,경기 군포 당정동 뷰티아파트,together,해당없음,12.0,12개월,0.0,100.0,48000000,1,5.0
565,1589P2PINVEST,펀듀 49호,fundu,해당없음,16.0,4개월,0.0,68.0,600000000,3,4.0
566,1590P2PINVEST,한조 (2차),funda,7등급,16.0,12개월,0.0,100.0,20000000,8,4.8
567,1591P2PINVEST,후아유 NC경산점,funda,8등급,18.0,12개월,0.0,100.0,10000000,8,4.8
568,1592P2PINVEST,69호 경기도 고양시 다세대주택 신축,rooffunding,해당없음,18.0,9개월,0.0,100.0,600000000,0,
569,1593P2PINVEST,[이벤트 투자 2호] 보너스 받고 영화도 즐기자!,fridayfunding,해당없음,18.0,1개월,0.0,100.0,10000000,0,
570,1594P2PINVEST,[이벤트 투자 1호] 보너스 받고 불금 즐기자!,fridayfunding,해당없음,18.0,1개월,0.0,100.0,2000000,0,
571,1595P2PINVEST,[제2호]통밀로만,fridayfunding,해당없음,14.0,12개월,0.0,100.0,62700000,0,
572,1596P2PINVEST,[제1호]S-BODY FIT 민락점 1-1차,fridayfunding,해당없음,14.0,12개월,0.0,100.0,50000000,0,
573,1597P2PINVEST,비스트로 루다,funda,6등급,13.0,12개월,0.0,100.0,30000000,8,4.8
574,1598P2PINVEST,70호 인천시 남구 주안동 오피스텔 신축 3차,rooffunding,해당없음,18.0,14개월,0.0,100.0,300000000,0,
575,1599P2PINVEST,71호 인천시 주안동 오피스텔 신축 2차,rooffunding,해당없음,18.0,12개월,0.0,100.0,500000000,0,
576,1600P2PINVEST,대전 서구 월평동 다모아아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
577,1601P2PINVEST,광주 남구 진월동 풍림아파트,together,해당없음,13.0,12개월,0.0,100.0,20000000,1,5.0
578,1602P2PINVEST,전남 목포 옥암동 한국아델리움,together,해당없음,13.0,12개월,0.0,100.0,10000000,1,5.0
579,1603P2PINVEST,제48호 경기 용인시 처인구 남사면 토지,sodit,해당없음,14.0,6개월,0.0,109.0,160000000,5,4.8
580,1604P2PINVEST,25164채권 (생활비 목적),peoplefund,3등급,7.08,24개월,0.0,8.0,20000000,21,3.7
581,1605P2PINVEST,24867채권 (기존 대출 전환 목적),peoplefund,4등급,7.08,24개월,0.0,46.0,4000000,21,3.7
582,1606P2PINVEST,24845채권 (기존 대출 전환 목적),peoplefund,5등급,8.58,24개월,0.0,9.0,16000000,21,3.7
583,1607P2PINVEST,24598채권 (부업자금 목적),peoplefund,4등급,8.58,24개월,0.0,7.0,20000000,21,3.7
584,1608P2PINVEST,24562채권 (전월세보증금 목적),peoplefund,4등급,7.81,24개월,0.0,17.0,10000000,21,3.7
585,1609P2PINVEST,24190채권 (전월세보증금 목적),peoplefund,3등급,5.32,24개월,0.0,10.0,10000000,21,3.7
586,774P2PINVEST,경기 군포시 당동 무지개맨션,together,해당없음,12.0,12개월,0.0,100.0,25000000,1,5.0
587,775P2PINVEST,서울 강서구 가양동 동신아파트,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
588,776P2PINVEST,충남 천안시 천안성환 이편한세상아파트,together,해당없음,9.0,12개월,0.0,100.0,240000000,1,5.0
589,777P2PINVEST,경기도 의왕시 포일동 동아아파트,together,해당없음,9.0,12개월,0.0,100.0,300000000,1,5.0
590,778P2PINVEST,인천 남동구 논현동 동보아파트,together,해당없음,9.0,12개월,0.0,100.0,200000000,1,5.0
591,779P2PINVEST,인천 부평구 산곡동 한화아파트,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
592,780P2PINVEST,경기 부천시 심곡동 복사골맨션,together,해당없음,10.0,12개월,0.0,100.0,80000000,1,5.0
593,781P2PINVEST,경기 김포시 감정동 푸른마을아파트,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
594,782P2PINVEST,서울 강서구 화곡동 태창아파트,together,해당없음,12.0,12개월,0.0,100.0,50000000,1,5.0
595,783P2PINVEST,서울 강남구 개포동 현대아파트,together,해당없음,12.0,12개월,0.0,100.0,250000000,1,5.0
596,784P2PINVEST,부산 해운대 우동 트럼프월드센텀아파트,together,해당없음,12.0,12개월,0.0,100.0,170000000,1,5.0
597,785P2PINVEST,경기 안산시 성포동 예술인아파트,together,해당없음,9.0,12개월,0.0,100.0,170000000,1,5.0
598,786P2PINVEST,경기 의정부시 용현동 송산주공아파트,together,해당없음,9.0,12개월,0.0,100.0,136000000,1,5.0
599,787P2PINVEST,경기 의정부시 신곡동 동신아파트,together,해당없음,12.0,12개월,0.0,100.0,62000000,1,5.0
600,788P2PINVEST,서울 중랑구 신내동 진로아파트,together,해당없음,12.0,12개월,0.0,100.0,36000000,1,5.0
601,789P2PINVEST,서울 강북구 미아동 한일아파트,together,해당없음,9.0,12개월,0.0,100.0,290000000,1,5.0
602,790P2PINVEST,경기 안양시 안양동 흥화아파트,together,해당없음,9.0,12개월,0.0,100.0,155000000,1,5.0
603,791P2PINVEST,서울 강북구 미아동 은혜빌라 ,together,해당없음,11.0,12개월,0.0,100.0,145000000,1,5.0
604,792P2PINVEST,서울 관악구 봉천동 벽산블루밍,together,해당없음,12.0,12개월,0.0,100.0,130000000,1,5.0
605,793P2PINVEST,충남 천안 동남구 신방동 대주피오레,together,해당없음,12.0,12개월,0.0,100.0,215000000,1,5.0
606,794P2PINVEST,서울 마포 중동  마포중동청구,together,해당없음,12.0,12개월,0.0,100.0,330000000,1,5.0
607,795P2PINVEST,경기 군포 당동 주공아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
608,796P2PINVEST,경기 하남 덕풍동 덕풍현대아파트,together,해당없음,9.0,12개월,0.0,100.0,180000000,1,5.0
609,797P2PINVEST,경기 양주 고읍동 한양수자인아파트,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
610,798P2PINVEST,서울 중랑 면목동 형진아파트,together,해당없음,12.0,12개월,0.0,100.0,53000000,1,5.0
611,799P2PINVEST,경북 상주 신봉동 명지3차아파트,together,해당없음,9.0,12개월,0.0,100.0,75000000,1,5.0
612,800P2PINVEST,천안 서북구 백석동 호반리젠시빌,together,해당없음,12.0,12개월,0.0,100.0,45000000,1,5.0
613,801P2PINVEST,서울 강남구 자곡동 래미안강남힐즈,together,해당없음,12.0,12개월,0.0,100.0,600000000,1,5.0
614,802P2PINVEST,경기 화성 봉담 수영 동남메리트아파트,together,해당없음,9.0,12개월,0.0,100.0,135000000,1,5.0
615,803P2PINVEST,경기 수원 권선 호매실동 지에스아파트,together,해당없음,9.0,12개월,0.0,100.0,240000000,1,5.0
616,804P2PINVEST,경기 동두천 송내동 송내주공4단지,together,해당없음,9.0,12개월,0.0,100.0,96000000,1,5.0
617,805P2PINVEST,서울 강동 상일동 고덕리엔파크3단지,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
618,806P2PINVEST,경기 광명 철산동 주공12단지,together,해당없음,9.0,12개월,0.0,100.0,340000000,1,5.0
619,807P2PINVEST,인천 연수구 옥련동 쌍용아파트,together,해당없음,12.0,12개월,0.0,100.0,11000000,1,5.0
620,808P2PINVEST,경기 구리 아천동 아치울빌리지,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
621,809P2PINVEST,강원 원주 반곡동 힐데스하임5차,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
622,810P2PINVEST,서울 성동 성수동 성수동아이파크,together,해당없음,12.0,12개월,0.0,100.0,55000000,1,5.0
623,811P2PINVEST,충남 아산 온천 온양동현대홈타운,together,해당없음,12.0,12개월,0.0,100.0,183000000,1,5.0
624,812P2PINVEST,대구 남구 대명동 동아대덕아파트,together,해당없음,12.0,12개월,0.0,100.0,65000000,1,5.0
625,813P2PINVEST,경기 군포 산본동 매화아파트,together,해당없음,11.0,12개월,0.0,100.0,30000000,1,5.0
626,814P2PINVEST,서울 도봉 창동 새울아파트,together,해당없음,10.0,12개월,0.0,100.0,175000000,1,5.0
627,815P2PINVEST,전남 순천 신대리 중흥s-클래스6단지,together,해당없음,11.0,12개월,0.0,100.0,15000000,1,5.0
628,816P2PINVEST,인천 계양 귤현동 계양센트레빌,together,해당없음,11.0,12개월,0.0,100.0,40000000,1,5.0
629,817P2PINVEST,경기 용인 기흥 보정동 샬레파인비스타,together,해당없음,10.0,12개월,0.0,100.0,330000000,1,5.0
630,818P2PINVEST,서울 강동 암사동 휴먼리버빌,together,해당없음,12.0,12개월,0.0,100.0,60000000,1,5.0
631,819P2PINVEST,서울 성북 정릉동 우성아파트,together,해당없음,12.0,12개월,0.0,100.0,25000000,1,5.0
632,820P2PINVEST,경기 화성 봉담 수영리 동남메리트,together,해당없음,13.0,12개월,0.0,100.0,20000000,1,5.0
633,821P2PINVEST,인천 부평 부평동 동아아파트,together,해당없음,10.0,12개월,0.0,100.0,175000000,1,5.0
634,822P2PINVEST,대구 동구 신천동 신천휴먼시아6단지,together,해당없음,10.0,12개월,0.0,100.0,195000000,1,5.0
635,823P2PINVEST,서울 서초 서초동 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,600000000,1,5.0
636,824P2PINVEST,서울 강동 천호동 천호코오롱상가아파트,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
637,825P2PINVEST,서울 구로 구로동 이화우성아파트,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
638,826P2PINVEST,서울 서초 서초동 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,500000000,1,5.0
639,827P2PINVEST,인천 부평 부개동 부개5단지주공,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
640,828P2PINVEST,서울강동천호동코오롱상가아파트,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
641,829P2PINVEST,서울 구로 구로동 근린생활시설,together,해당없음,14.0,12개월,0.0,100.0,1500000000,1,5.0
642,830P2PINVEST,인천 남동 만수동 향촌휴먼시아,together,해당없음,13.0,12개월,0.0,100.0,50000000,1,5.0
643,831P2PINVEST,경기 수원 권선동 신동아아파트,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
644,832P2PINVEST,경기 화성 수영리 동남메리트,together,해당없음,12.0,12개월,0.0,100.0,135000000,1,5.0
645,833P2PINVEST,경기 구리 인창동 금호어울림,together,해당없음,11.0,12개월,0.0,100.0,225000000,1,5.0
646,834P2PINVEST,경기 부천 상동 행복한마을,together,해당없음,13.0,12개월,0.0,100.0,200000000,1,5.0
647,835P2PINVEST,서울 구로 신도림동 삼성쉐르빌,together,해당없음,12.0,12개월,0.0,100.0,30000000,1,5.0
648,836P2PINVEST,서울 구로 오류동 근린생활시설,together,해당없음,13.0,12개월,0.0,100.0,220000000,1,5.0
649,837P2PINVEST,경남 거제 오비리 신우마리나타운,together,해당없음,12.0,12개월,0.0,100.0,100000000,1,5.0
650,838P2PINVEST,경기 의정부 용현동 송산주공아파트,together,해당없음,12.0,12개월,0.0,100.0,125000000,1,5.0
651,839P2PINVEST,경기 안양 안양동 흥화아파트,together,해당없음,9.0,12개월,0.0,100.0,155000000,1,5.0
652,840P2PINVEST,경기 의왕 학의동 주택 및 토지,together,해당없음,14.0,12개월,0.0,100.0,2147483647,1,5.0
653,841P2PINVEST,서울 구로 구로동 이화우성아파트,together,해당없음,13.0,12개월,0.0,100.0,40000000,1,5.0
654,842P2PINVEST,경기 군포 산본동 주공아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
655,843P2PINVEST,경북 포항 장성동 삼도뷰엔빌W,together,해당없음,12.0,12개월,0.0,100.0,85000000,1,5.0
656,844P2PINVEST,강원 원주 우산동 한라비발디2차,together,해당없음,15.0,12개월,0.0,100.0,30000000,1,5.0
657,845P2PINVEST,경기 성남 도촌동 휴먼시아섬마을,together,해당없음,12.0,12개월,0.0,100.0,100000000,1,5.0
658,846P2PINVEST,서울 노원 중계동 중계7단지주공,together,해당없음,12.0,12개월,0.0,100.0,25000000,1,5.0
659,847P2PINVEST,서울 강서구 화곡동 푸르지오,together,해당없음,12.0,12개월,0.0,100.0,70000000,1,5.0
660,848P2PINVEST,인천 남동 간석동 엘에이치2단지,together,해당없음,12.0,12개월,0.0,100.0,15000000,1,5.0
661,849P2PINVEST,경기 수원 권선 금곡동 거산아파트,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
662,850P2PINVEST,광주 광산 신창 신창3차부영사랑으로,together,해당없음,9.0,12개월,0.0,100.0,25000000,1,5.0
663,851P2PINVEST,경기 시흥 정왕동 삼성아파트,together,해당없음,12.0,12개월,0.0,100.0,24000000,1,5.0
664,852P2PINVEST,경기 수원 영통 망포동 늘푸른벽산,together,해당없음,12.0,12개월,0.0,100.0,45000000,1,5.0
665,853P2PINVEST,경기 안산 상록 성포동 선경아파트,together,해당없음,12.0,12개월,0.0,100.0,55000000,1,5.0
666,854P2PINVEST,충북청주오창읍 쌍용스윗닷홈오창예가,together,해당없음,12.0,12개월,0.0,100.0,23000000,1,5.0
667,855P2PINVEST,인천 남동 논현 에코한화꿈에그린,together,해당없음,12.0,12개월,0.0,100.0,53000000,1,5.0
668,856P2PINVEST,경기고양덕양도내 LH원흥도래울마을,together,해당없음,15.0,12개월,0.0,100.0,30000000,1,5.0
669,857P2PINVEST,충남 천안 백석 백석벽산블루밍2차,together,해당없음,12.0,12개월,0.0,100.0,26000000,1,5.0
670,858P2PINVEST,서울 강남 도곡동 타워팰리스,together,해당없음,12.0,12개월,0.0,100.0,200000000,1,5.0
671,859P2PINVEST,경기 의정부 녹양동 현대아파트,together,해당없음,9.0,12개월,0.0,100.0,125000000,1,5.0
672,860P2PINVEST,경기 파주 금촌동 대방노블랜드,together,해당없음,11.0,12개월,0.0,100.0,25000000,1,5.0
673,861P2PINVEST,경기 파주 조리읍 봉일천리 태양연립,together,해당없음,9.0,12개월,0.0,100.0,30000000,1,5.0
674,862P2PINVEST,서울 종로 원서동 대성빌라,together,해당없음,12.0,12개월,0.0,100.0,10000000,1,5.0
675,863P2PINVEST,인천 부평 산곡동 동원아파트,together,해당없음,12.0,12개월,0.0,100.0,55000000,1,5.0
676,864P2PINVEST,서울 강북 미아동 미아요진아파트,together,해당없음,11.0,12개월,0.0,100.0,20000000,1,5.0
677,865P2PINVEST,서울 중랑구 면목동 단독주택,together,해당없음,12.0,12개월,0.0,100.0,20000000,1,5.0
678,866P2PINVEST,경기 용인 상현동 상현마을동일스위트,together,해당없음,10.0,12개월,0.0,100.0,300000000,1,5.0
679,867P2PINVEST,경기 광명 철산동 광명푸르지오,together,해당없음,12.0,12개월,0.0,100.0,40000000,1,5.0
680,868P2PINVEST,경기 구리 인창동 아름마을인창래미안,together,해당없음,11.0,12개월,0.0,100.0,35000000,1,5.0
681,869P2PINVEST,서울 서초 양재동 해륭파크빌리지,together,해당없음,11.0,12개월,0.0,100.0,100000000,1,5.0
